Ngày,Địa chỉ,Quận,Huyện,Giá,Diện tích,Giá/m²,Số tầng,Số phòng ngủ,Dài,Rộng,Loại hình nhà ở,Giấy tờ pháp lý
2023-09-05,Address 247,Hai Bà Trưng,Hoàn Kiếm,5694961446.192782,184.29387043461435,91294491.18916315,2.0,2,15.72347657115933,12.746155047513017,Unknown,Hợp đồng mua bán
2023-09-06,Address 248,Hai Bà Trưng,Ba Đình,4031348922.1505785,151.3855495593656,28640232.350915376,1.0,4,11.44767004614733,13.392278288167496,Biệt thự,Hợp đồng mua bán
2023-09-07,Address 249,Thanh Xuân,Hoàn Kiếm,17563887765.25183,133.34388639541964,119646956.439236,5.0,1,9.596635048253646,5.066024262631789,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-09-08,Address 250,Tây Hồ,Đống Đa,5165065759.802842,82.59336203667296,95882766.40507731,2.0,4,19.43319365173917,13.2061398237248,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-09,Address 251,Hoàn Kiếm,Đống Đa,19541439860.563496,170.0443653176201,121654797.0305347,3.0,4,19.467323375357815,13.534167732198771,Nhà mặt phố,Hợp đồng mua bán
2023-09-10,Address 252,Đống Đa,Hai Bà Trưng,7401020043.65103,192.36028695244812,117727109.01145926,4.0,2,9.341545520450328,9.593143347462192,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-09-11,Address 253,Ba Đình,Ba Đình,4460240398.085287,169.6037080335385,124390269.35451883,1.0,3,12.194376451166871,10.874148434672245,Nhà mặt phố,Hợp đồng mua bán
2023-09-12,Address 254,Cầu Giấy,Đống Đa,16004271635.707104,30.266067882550395,87341048.63260123,1.0,2,19.592662379900336,7.586847840173897,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-13,Address 255,Ba Đình,Đống Đa,13515447734.516645,138.1882329311792,38242187.36515695,4.0,1,5.073026114832548,6.381499770111192,Nhà riêng,Hợp đồng mua bán
2023-09-14,Address 256,Ba Đình,Ba Đình,10465718612.60964,38.69301484515712,107250471.53935952,5.0,4,11.190173725687238,11.663797763419737,Nhà mặt phố,Hợp đồng mua bán
2023-09-15,Address 257,Đống Đa,Hoàn Kiếm,11551907467.814993,73.79322745673272,100661592.05675618,4.0,2,6.506863245214527,13.342501788189699,Biệt thự,Sổ đỏ/ Sổ hồng
2023-09-16,Address 258,Ba Đình,Hoàn Kiếm,14664833787.173014,40.119199059121186,116492914.33588134,2.0,2,12.63736948343904,10.848930635468971,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-17,Address 259,Hoàn Kiếm,Hai Bà Trưng,5340640085.294676,132.64522700139594,42084530.78659559,4.0,2,5.3700493181073075,9.13908732775859,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-09-18,Address 260,Hoàn Kiếm,Hoàn Kiếm,19930344405.0781,146.72028529374316,45346775.9870376,1.0,1,11.103476470859418,4.907097202130059,Biệt thự,Sổ đỏ/ Sổ hồng
2023-09-19,Address 261,Hai Bà Trưng,Ba Đình,19521070080.78888,49.46289847120387,135753237.2385127,4.0,3,8.310486121780027,3.641504551257818,Biệt thự,Hợp đồng mua bán
2023-09-20,Address 262,Thanh Xuân,Đống Đa,13356188040.5918,95.25261011764651,117497113.7987692,3.0,2,12.99962543688111,8.348301482960958,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-21,Address 263,Tây Hồ,Hoàn Kiếm,4791306567.653757,107.56020652244214,138069703.53104198,2.0,1,19.939904736510496,3.5921947643690553,Biệt thự,Hợp đồng mua bán
2023-09-22,Address 264,Cầu Giấy,Hai Bà Trưng,13924336606.194534,92.73901369935582,118632991.7513097,4.0,4,17.008041576901213,9.8320155828867,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-09-23,Address 265,Ba Đình,Hoàn Kiếm,2371769770.604341,50.57425008248282,97630189.77873924,1.0,5,17.68463137436632,7.592750295813255,Biệt thự,Hợp đồng mua bán
2023-09-24,Address 266,Ba Đình,Ba Đình,1582397541.9103153,101.22112433187083,105037255.81362358,2.0,1,14.528974810386213,12.086269436183633,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-25,Address 267,Đống Đa,Hai Bà Trưng,5895974881.71306,157.7002681274311,135586630.11220127,1.0,5,5.623397724083878,6.667781962034201,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-26,Address 268,Thanh Xuân,Hoàn Kiếm,9789836178.04701,42.07130297065343,95244878.08655226,5.0,2,8.101965140662163,10.115792411609185,Biệt thự,Hợp đồng mua bán
2023-09-27,Address 269,Hoàn Kiếm,Hai Bà Trưng,17497177602.75923,43.63060239392359,102210872.16269036,3.0,2,18.875968346705825,9.452202261061206,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-09-28,Address 270,Cầu Giấy,Ba Đình,14816212325.559853,90.31111961211732,40341973.08046807,5.0,1,10.491696768931268,3.056549106266894,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-09-29,Address 271,Hai Bà Trưng,Đống Đa,15111423902.79964,190.09337097521725,81609758.61509335,3.0,5,6.554550897211934,3.868672779171724,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-09-30,Address 272,Hoàn Kiếm,Ba Đình,9084373354.513432,143.6573499428954,113131624.55455287,4.0,2,15.53608048799303,6.484418549832246,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-10-01,Address 273,Thanh Xuân,Ba Đình,7572764858.392296,145.37389263433602,55222550.781127505,2.0,4,9.491865859013819,13.586820972249182,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-10-02,Address 274,Tây Hồ,Ba Đình,8049736496.707451,91.52639844243704,46293043.46818954,4.0,3,9.032853693562576,4.764179458797343,Biệt thự,Hợp đồng mua bán
2023-10-03,Address 275,Hai Bà Trưng,Ba Đình,19765341710.9851,130.92233450545154,60797485.06917402,3.0,3,19.969661833373905,11.530731965526499,Biệt thự,Sổ đỏ/ Sổ hồng
2023-10-04,Address 276,Tây Hồ,Đống Đa,1762074636.8371673,31.722301284716373,51395081.63906835,3.0,2,17.872083875399817,14.680398793827449,Biệt thự,Hợp đồng mua bán
2023-10-05,Address 277,Đống Đa,Đống Đa,17473598426.326523,138.13632788962218,47938642.814731464,3.0,5,11.119067275517615,12.486810632293862,Biệt thự,Sổ đỏ/ Sổ hồng
2023-10-06,Address 278,Đống Đa,Hai Bà Trưng,11994832762.875475,185.25878108796024,75230609.5728513,1.0,2,19.703918117247486,5.915344340244527,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-10-07,Address 279,Ba Đình,Hoàn Kiếm,9333692964.602219,134.13748961861927,138019006.80485943,2.0,5,14.751698351288205,13.90038312495698,Nhà mặt phố,Hợp đồng mua bán
2023-10-08,Address 280,Tây Hồ,Đống Đa,14779895547.887594,178.52876088927866,85917754.07603338,4.0,4,16.1303367781964,4.117285878100681,Nhà mặt phố,Hợp đồng mua bán
2023-10-09,Address 281,Thanh Xuân,Đống Đa,10246709887.069355,153.07541942923595,44429649.505991995,4.0,5,5.4726956462331735,8.61770330244883,Biệt thự,Hợp đồng mua bán
2023-10-10,Address 282,Cầu Giấy,Hoàn Kiếm,17595041523.55155,50.49493078862734,30006317.01951363,5.0,2,6.824078890220857,13.650502892716965,Nhà riêng,Hợp đồng mua bán
2023-10-11,Address 283,Hai Bà Trưng,Đống Đa,18113335416.213913,183.4170622385931,110500298.86793028,3.0,4,14.496276897443575,10.695188511082437,Nhà riêng,Hợp đồng mua bán
2023-10-12,Address 284,Hoàn Kiếm,Ba Đình,9012697610.595654,41.29545354048173,69763839.37673041,3.0,1,18.485359739742258,7.963734776732386,Biệt thự,Sổ đỏ/ Sổ hồng
2023-10-13,Address 285,Thanh Xuân,Ba Đình,6259728147.46598,120.77447033311984,126838023.0560967,3.0,3,14.356155891313934,6.513754400846025,Biệt thự,Hợp đồng mua bán
2023-10-14,Address 286,Thanh Xuân,Hoàn Kiếm,12254656243.273882,54.163311044887806,105736399.92330012,1.0,2,7.010373414784876,7.501192863820199,Biệt thự,Hợp đồng mua bán
2023-10-15,Address 287,Đống Đa,Hai Bà Trưng,18334903566.71713,31.99012382425369,123511388.5703779,5.0,2,6.736400693694869,9.107301372111435,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-10-16,Address 288,Tây Hồ,Hai Bà Trưng,5002581591.107665,101.74582422169863,55352985.124398336,1.0,2,17.662788437361225,6.828527158473689,Biệt thự,Sổ đỏ/ Sổ hồng
2023-10-17,Address 289,Ba Đình,Hoàn Kiếm,12836365087.706173,80.15692030120655,110006659.91993755,2.0,4,7.089535080618715,14.627614344987595,Nhà mặt phố,Hợp đồng mua bán
2023-10-18,Address 290,Ba Đình,Hoàn Kiếm,12999644181.75789,112.62008394559251,54328058.01018344,1.0,1,12.803479407560381,14.196931836793741,Nhà riêng,Hợp đồng mua bán
2023-10-19,Address 291,Hai Bà Trưng,Ba Đình,14929147425.890339,128.12398074487362,142078902.3285379,4.0,5,5.556699799434534,13.448057618571848,Nhà riêng,Hợp đồng mua bán
2023-10-20,Address 292,Đống Đa,Hai Bà Trưng,3499786017.4179363,37.43564229252105,102728656.59933867,3.0,1,6.21004651086766,8.06195802627184,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-10-21,Address 293,Thanh Xuân,Đống Đa,14600674328.959682,50.91056017103676,62186534.02279447,2.0,4,15.085224014642971,11.295621232022746,Nhà mặt phố,Hợp đồng mua bán
2023-10-22,Address 294,Cầu Giấy,Ba Đình,18271617892.64718,124.96920739657232,55036542.097995445,4.0,2,15.33772115641275,13.833951684431575,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-10-23,Address 295,Đống Đa,Hoàn Kiếm,4413979068.534597,88.3384500393519,44820456.059313655,4.0,3,10.122041099126637,13.205153852147136,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-10-24,Address 296,Hai Bà Trưng,Hai Bà Trưng,5513323173.553676,153.95949288340614,110303324.65618461,4.0,2,8.234146478645672,7.9719241682424915,Biệt thự,Sổ đỏ/ Sổ hồng
2023-10-25,Address 297,Hai Bà Trưng,Đống Đa,19456506786.791153,140.88958026062974,48433029.68973055,2.0,5,17.205654061359617,4.348632591867128,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-10-26,Address 298,Đống Đa,Đống Đa,4438562101.480306,173.75274170828416,97389424.57057358,1.0,3,8.256548442048356,3.9075643660145936,Biệt thự,Hợp đồng mua bán
2023-10-27,Address 299,Hai Bà Trưng,Ba Đình,17233316774.022003,147.72378053376832,54402553.50029645,5.0,2,13.130406044995695,9.924768542708431,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-10-28,Address 300,Đống Đa,Hai Bà Trưng,10353279272.512661,103.08828315632518,106055962.82320292,1.0,3,19.523132612943584,10.711535222531179,Biệt thự,Sổ đỏ/ Sổ hồng
2023-10-29,Address 301,Hoàn Kiếm,Hai Bà Trưng,5697390413.660364,144.4043258070535,125942164.71027009,1.0,1,7.2177865679357565,13.198111255164289,Unknown,Hợp đồng mua bán
2023-10-30,Address 302,Đống Đa,Hoàn Kiếm,17544248124.17772,76.81479962342115,121143281.60880491,2.0,4,19.113144012420634,6.510180244092373,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-10-31,Address 303,Tây Hồ,Hai Bà Trưng,9460799845.050644,82.07329479229615,118910673.02100162,2.0,2,7.74339579603003,5.009645886600509,Biệt thự,Hợp đồng mua bán
2023-11-01,Address 304,Đống Đa,Hai Bà Trưng,10781529724.664114,164.12747718653486,44403912.73999277,2.0,5,13.511648120348443,7.548069998138393,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-11-02,Address 305,Hai Bà Trưng,Ba Đình,7825434018.595548,105.89131778826896,31490043.107987434,5.0,1,10.655115679381169,7.242901483587301,Nhà mặt phố,Hợp đồng mua bán
2023-11-03,Address 306,Tây Hồ,Hai Bà Trưng,12266066177.26362,165.72465788811994,110863347.70336013,4.0,2,19.473929022527386,4.589627448214257,Biệt thự,Sổ đỏ/ Sổ hồng
2023-11-04,Address 307,Hai Bà Trưng,Đống Đa,4106953579.1154327,169.81180352360732,67885137.79326567,3.0,1,9.103130435029055,11.067391830157826,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-11-05,Address 308,Ba Đình,Ba Đình,8430549196.383453,175.78559740241823,76205009.43243515,5.0,5,10.994870031286304,9.104303288752511,Nhà riêng,Hợp đồng mua bán
2023-11-06,Address 309,Ba Đình,Ba Đình,19418834124.370464,185.82799009300524,24049382.06314084,2.0,2,19.742901767831306,11.653473073377196,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-11-07,Address 310,Tây Hồ,Hoàn Kiếm,5904535221.321424,103.26748748726035,53744938.40575639,5.0,5,13.047055867827098,7.232293442036816,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-11-08,Address 311,Hoàn Kiếm,Hai Bà Trưng,13477996626.284552,84.2073591145936,24377932.503680322,1.0,3,12.539451734318803,6.908426538932428,Nhà riêng,Hợp đồng mua bán
2023-11-09,Address 312,Ba Đình,Hoàn Kiếm,7178611220.269202,128.97378692099937,134294150.4381622,2.0,5,8.86667732305987,8.670910236526268,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-11-10,Address 313,Đống Đa,Đống Đa,15695989388.045412,93.09931198439668,51641568.818408966,1.0,3,15.520453404656621,13.528888144741764,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-11-11,Address 314,Hai Bà Trưng,Ba Đình,3486599553.648647,132.18260835603962,92453832.04449105,2.0,2,5.215594276666665,3.483375680807764,Nhà mặt phố,Hợp đồng mua bán
2023-11-12,Address 315,Ba Đình,Ba Đình,19426599856.49235,149.9495966494502,25067311.685946953,5.0,3,5.742689445534403,12.657993807557665,Biệt thự,Hợp đồng mua bán
2023-11-13,Address 316,Ba Đình,Ba Đình,9622001286.289146,147.02885314366327,106690160.86973555,4.0,2,13.99037880703704,7.427851351893078,Nhà mặt phố,Hợp đồng mua bán
2023-11-14,Address 317,Hoàn Kiếm,Đống Đa,5484958803.582815,93.67399079342063,61993554.9480322,3.0,2,10.12511860727681,13.255428309461733,Nhà riêng,Hợp đồng mua bán
2023-11-15,Address 318,Tây Hồ,Đống Đa,2396438199.270241,58.36623428878798,136729494.30449656,1.0,4,19.299745583014406,12.626436106030278,Biệt thự,Hợp đồng mua bán
2023-11-16,Address 319,Tây Hồ,Hoàn Kiếm,4225400196.663274,103.18998753857528,135455364.56142467,5.0,2,18.547860360841785,7.185134968753061,Biệt thự,Sổ đỏ/ Sổ hồng
2023-11-17,Address 320,Thanh Xuân,Hoàn Kiếm,10875705022.564335,54.241004493924486,62287780.38702721,4.0,3,15.705593880150609,11.326518423859392,Nhà riêng,Hợp đồng mua bán
2023-11-18,Address 321,Hoàn Kiếm,Hoàn Kiếm,7403060352.19444,181.3164959812474,137124916.4397608,5.0,4,17.27218371691702,4.915593081281282,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-11-19,Address 322,Đống Đa,Hai Bà Trưng,16748783951.76958,88.79916832543576,149500497.55484125,1.0,4,15.0099777450154,13.755378625965456,Biệt thự,Hợp đồng mua bán
2023-11-20,Address 323,Tây Hồ,Ba Đình,9186862949.574314,56.25815702796504,127304036.33611324,3.0,2,6.88373154065241,7.853892773422913,Biệt thự,Sổ đỏ/ Sổ hồng
2023-11-21,Address 324,Hai Bà Trưng,Ba Đình,5725571179.1649685,34.32611918397765,129833275.20817977,5.0,5,16.48315054533804,8.467507384262403,Biệt thự,Sổ đỏ/ Sổ hồng
2023-11-22,Address 325,Hoàn Kiếm,Hoàn Kiếm,12725754745.47657,139.78980566870234,52371135.69418169,2.0,5,8.152879530782695,11.469108612443819,Nhà mặt phố,Hợp đồng mua bán
2023-11-23,Address 326,Ba Đình,Ba Đình,14428767120.823471,138.27339396730633,94971311.85150832,4.0,4,9.851642826502951,12.850082840458212,Biệt thự,Sổ đỏ/ Sổ hồng
2023-11-24,Address 327,Hai Bà Trưng,Hoàn Kiếm,4173796250.118047,87.90270831881958,28743268.81575782,5.0,2,17.288513181536302,5.836112919938515,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-11-25,Address 328,Hai Bà Trưng,Hai Bà Trưng,4184765109.4780354,42.19102110410067,32339331.786817063,4.0,5,13.047884125901723,10.936201678523945,Nhà mặt phố,Hợp đồng mua bán
2023-11-26,Address 329,Ba Đình,Hai Bà Trưng,1696757111.7373166,99.63691213218944,149856039.56432778,2.0,2,17.89911071275114,7.703976526669782,Nhà riêng,Hợp đồng mua bán
2023-11-27,Address 330,Hoàn Kiếm,Đống Đa,14991638286.24717,82.90697416077691,62463102.42536842,3.0,2,8.195529797648963,7.424435088047536,Nhà riêng,Hợp đồng mua bán
2023-11-28,Address 331,Ba Đình,Hai Bà Trưng,13612286024.814297,145.11050875495158,117263908.56635003,3.0,4,14.116676579103308,11.280309887287856,Biệt thự,Hợp đồng mua bán
2023-11-29,Address 332,Thanh Xuân,Hoàn Kiếm,10017986639.246464,132.98247240695736,124866456.89348614,2.0,4,6.256864588223925,7.646199289871213,Biệt thự,Sổ đỏ/ Sổ hồng
2023-11-30,Address 333,Hai Bà Trưng,Hai Bà Trưng,17039238530.414745,91.9809337935818,131543025.23093979,4.0,1,14.645914903100445,7.153302001972891,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-01,Address 334,Cầu Giấy,Đống Đa,16307732906.05101,67.04173422334831,149691678.66228035,5.0,5,16.43801056663302,13.03066089751491,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-12-02,Address 335,Cầu Giấy,Ba Đình,12121732923.53829,197.96611424645062,51394543.08339282,2.0,5,13.773963409680825,4.215313485972077,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-12-03,Address 336,Đống Đa,Hoàn Kiếm,17497154329.751915,107.18027560333952,25245607.49176096,1.0,5,8.993472522482154,11.110711473962528,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-04,Address 337,Tây Hồ,Ba Đình,4910982990.698597,147.0066200826403,73454897.33929618,4.0,3,5.470140032883001,5.984704725487496,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-05,Address 338,Ba Đình,Đống Đa,3126472768.5568295,53.89400448832133,36910487.0777631,3.0,2,6.791733259464286,3.1859789019142837,Nhà riêng,Hợp đồng mua bán
2023-12-06,Address 339,Ba Đình,Đống Đa,6125242618.822803,112.55024894209762,22915365.591067165,2.0,4,14.334544686110393,5.001171226472304,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2023-12-07,Address 340,Đống Đa,Đống Đa,2084650265.6969821,34.681242377809134,66855487.528393194,3.0,5,19.016303252637705,10.279938357310414,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-12-08,Address 341,Đống Đa,Ba Đình,11092221032.019608,115.9273700447765,121885972.63978073,4.0,1,8.098016059580097,11.509526297831249,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-09,Address 342,Đống Đa,Ba Đình,18795508153.604267,193.8829592100094,93603489.85925922,3.0,5,16.02539223657648,3.2526934026758405,Nhà riêng,Hợp đồng mua bán
2023-12-10,Address 343,Hai Bà Trưng,Ba Đình,1747527272.7016833,95.31514120758604,60661138.59734602,2.0,2,17.99676594873562,3.437105319620642,Biệt thự,Hợp đồng mua bán
2023-12-11,Address 344,Thanh Xuân,Ba Đình,3320088366.1905093,36.629322137734974,105064460.71405356,4.0,2,12.813232676712666,13.830505378115436,Nhà mặt phố,Hợp đồng mua bán
2023-12-12,Address 345,Ba Đình,Đống Đa,9591781537.385271,35.2624844562884,50162363.44014539,1.0,4,15.038986937654867,3.879669817364638,Nhà riêng,Hợp đồng mua bán
2023-12-13,Address 346,Hai Bà Trưng,Đống Đa,18743625333.030193,95.95774919096782,21869587.989371054,2.0,3,17.225229750142223,13.730185903398855,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-14,Address 347,Đống Đa,Hoàn Kiếm,7006965994.55826,57.20423919874299,119365940.23673555,1.0,4,8.910127366108904,5.737990965010869,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-15,Address 348,Ba Đình,Hoàn Kiếm,10637461365.079456,33.96985637579161,101086601.03232118,2.0,5,9.453435114020644,11.880213601898554,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-16,Address 349,Hai Bà Trưng,Ba Đình,1789884321.95745,158.55631437153005,119099341.1851248,4.0,1,5.009412749426843,6.716798987352145,Biệt thự,Hợp đồng mua bán
2023-12-17,Address 350,Thanh Xuân,Hai Bà Trưng,3818520818.2796884,107.94891150992142,25061942.169396527,2.0,4,19.446411963467035,13.305024307310205,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-12-18,Address 351,Hai Bà Trưng,Hai Bà Trưng,19745972336.21809,79.17161123535126,128825551.61798479,1.0,3,18.763173418945172,11.405458385092295,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-19,Address 352,Thanh Xuân,Đống Đa,19337255232.284866,183.01414111280172,100538406.00471944,1.0,4,16.468523956391454,7.821761503220342,Nhà riêng,Sổ đỏ/ Sổ hồng
2023-12-20,Address 353,Đống Đa,Đống Đa,1093859637.7537827,49.743623234089355,93241395.59264322,1.0,2,6.186140314649721,3.9156294500889546,Biệt thự,Hợp đồng mua bán
2023-12-21,Address 354,Thanh Xuân,Đống Đa,19084423923.041542,192.50620092240428,101199826.2548891,3.0,5,11.712543345492623,11.792402206449685,Nhà riêng,Hợp đồng mua bán
2023-12-22,Address 355,Ba Đình,Hoàn Kiếm,13143278818.494507,83.37434195414998,132376322.09288733,4.0,5,6.528376309573292,10.402617071582178,Nhà riêng,Hợp đồng mua bán
2023-12-23,Address 356,Đống Đa,Hoàn Kiếm,17490447595.88042,181.0286242924758,96301745.85265791,1.0,5,5.238804008941979,3.034940614005465,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-24,Address 357,Ba Đình,Đống Đa,9640057257.043324,132.50028900150846,95523549.38546331,3.0,5,14.242744478188959,3.113038271669344,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-25,Address 358,Cầu Giấy,Đống Đa,10796324543.005754,170.54025115605288,148788290.41854954,1.0,5,19.412441256202825,12.705515678312327,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-26,Address 359,Hoàn Kiếm,Đống Đa,10288085024.881483,197.28223774577893,118374921.71891384,1.0,5,18.54302035148225,6.112796865622246,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-27,Address 360,Thanh Xuân,Hai Bà Trưng,13670420893.375982,79.02892442918677,77498194.70864758,2.0,1,15.451322224031065,10.633604012736788,Nhà mặt phố,Hợp đồng mua bán
2023-12-28,Address 361,Hoàn Kiếm,Hoàn Kiếm,3653373840.369945,193.3930325192908,111961610.0042806,5.0,3,6.449608762473071,8.45057303718297,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-29,Address 362,Hoàn Kiếm,Hai Bà Trưng,1569498207.580881,96.21192213341146,70599961.3199325,1.0,5,9.112460565084502,13.361160174261208,Biệt thự,Hợp đồng mua bán
2023-12-30,Address 363,Thanh Xuân,Hai Bà Trưng,6850668890.232627,95.53702380527679,49753810.12285487,5.0,3,9.800850903279365,14.003533357229863,Biệt thự,Sổ đỏ/ Sổ hồng
2023-12-31,Address 364,Đống Đa,Đống Đa,14388934491.996288,87.86580772326596,97590743.99540873,2.0,5,16.447250866183417,14.961692552146248,Nhà riêng,Hợp đồng mua bán
2024-01-01,Address 365,Cầu Giấy,Đống Đa,4835215590.3360195,122.03929324908948,140663672.75481367,5.0,4,17.033737688526713,4.8442096296869614,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-02,Address 366,Ba Đình,Ba Đình,13795216233.17343,56.204657340342806,140788137.60201016,3.0,5,10.776591844848806,13.355568557705706,Unknown,Sổ đỏ/ Sổ hồng
2024-01-03,Address 367,Hai Bà Trưng,Ba Đình,19428328876.03814,124.1309525108619,64447686.15371374,2.0,2,11.268259949264145,6.192256520745621,Nhà riêng,Hợp đồng mua bán
2024-01-04,Address 368,Ba Đình,Hai Bà Trưng,2784113599.998949,122.08981810970069,88598070.60882035,3.0,1,5.66763558914257,10.089790498746092,Nhà riêng,Hợp đồng mua bán
2024-01-05,Address 369,Hai Bà Trưng,Hoàn Kiếm,13779440246.2774,159.5233081428279,47512666.81408195,2.0,4,9.337050776281416,9.06927400643053,Nhà riêng,Sổ đỏ/ Sổ hồng
2024-01-06,Address 370,Ba Đình,Đống Đa,9431254166.786852,171.72049352938956,149432044.23485485,5.0,4,11.769277657664599,3.215857578868652,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2024-01-07,Address 371,Thanh Xuân,Đống Đa,17494702833.1726,104.87502955311209,147545328.02283165,3.0,2,6.754745695778864,14.193255358873138,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-08,Address 372,Cầu Giấy,Hai Bà Trưng,4365845999.500332,81.39665238975394,104436160.86196816,3.0,5,11.79901191132532,3.9399246617906214,Nhà riêng,Hợp đồng mua bán
2024-01-09,Address 373,Hai Bà Trưng,Ba Đình,14159893092.297127,74.08693254390606,124573827.75807154,3.0,1,17.797637183867003,11.25862703289283,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-10,Address 374,Tây Hồ,Hoàn Kiếm,16924190503.314095,63.08605223982823,112963020.966881,2.0,4,13.7198152958758,12.420082034499146,Nhà riêng,Hợp đồng mua bán
2024-01-11,Address 375,Đống Đa,Ba Đình,18947670170.006443,39.80008897383423,97110568.47513087,4.0,1,6.183947825576185,12.54345418857221,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2024-01-12,Address 376,Ba Đình,Ba Đình,13981712537.503271,88.21615640190126,26935239.6085567,5.0,4,7.875069782454115,4.6259342271461374,Unknown,Sổ đỏ/ Sổ hồng
2024-01-13,Address 377,Ba Đình,Ba Đình,10446320516.160118,75.94210766223316,79119364.53184594,3.0,5,12.118165252378343,8.370839406095666,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-14,Address 378,Hai Bà Trưng,Ba Đình,12739097563.823063,194.29095559728924,107722219.28176337,4.0,4,10.422307247327181,12.953146445207757,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-15,Address 379,Đống Đa,Đống Đa,17509194705.095646,124.81050046250746,108079109.80487901,5.0,4,10.380905293191482,6.632150524545056,Nhà mặt phố,Hợp đồng mua bán
2024-01-16,Address 380,Đống Đa,Đống Đa,11841585186.137764,89.03709663518629,68505940.39490986,5.0,3,12.939011722153852,8.612984104495963,Biệt thự,Hợp đồng mua bán
2024-01-17,Address 381,Thanh Xuân,Ba Đình,1577354134.2399004,128.67949216892833,142419958.26554397,3.0,5,13.76593882384186,6.27352671239815,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-18,Address 382,Tây Hồ,Hoàn Kiếm,18688025214.63258,53.66343922876824,41756414.19078153,3.0,2,16.952923554142867,8.56261701462389,Nhà riêng,Sổ đỏ/ Sổ hồng
2024-01-19,Address 383,Thanh Xuân,Hai Bà Trưng,14101008269.59966,105.4874373643745,85046728.00802287,2.0,2,10.11449845193727,13.654055071114561,Biệt thự,Sổ đỏ/ Sổ hồng
2024-01-20,Address 384,Thanh Xuân,Hoàn Kiếm,13853754329.767683,136.45983464158087,109814916.95160696,4.0,5,17.0819942456088,8.461490772393233,Nhà riêng,Hợp đồng mua bán
2024-01-21,Address 385,Thanh Xuân,Hoàn Kiếm,5097827895.556626,113.11263140471674,110627654.7659352,4.0,2,10.07916843668949,9.670944204891844,Nhà mặt phố,Sổ đỏ/ Sổ hồng
2024-01-22,Address 386,Thanh Xuân,Hoàn Kiếm,13518823934.420486,98.30239611123513,104323064.37994602,3.0,5,5.831494834118508,7.847715399637003,Biệt thự,Hợp đồng mua bán
